Name,BSE Code,NSE Code,Industry,Current Price,Return over 1day,Market Capitalization,Sales,Profit after tax,Debt,Price to Earning,PEG Ratio,Dividend yield,Dividend Payout,Return on equity,Return on capital employed,EVtoSales,EVEBITDA,Sales growth,Sales growth 3Years,Sales growth 5Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Promoter holding,Enterprise Value,Return over 6months,Price to book value,Return over 1year,Return over 3years,Return over 5years,Average return on equity 3Years,Average return on equity 5Years,Return on assets,Historical PE 3Years,Historical PE 5Years,DMA 50,DMA 200
Diligent Media,540789,DNAMEDIA,Entertainment / Electronic Media Software,4.65,-4.12,54.73,10.72,14.35,436.27,3.81,0.18,0,0,,,51.99,25.47,81.08,88.92,-40.26,292.62,41.66,20.65,62.16,490.83,38.81,,116.28,87.98,30.05,,,25.18,4.17,4.1,5.08,4.46
Dilip Buildcon,540047,DBL,Construction,456.9,7.46,6680.56,11487.34,59.05,6762.91,113.13,,0.02,155.55,-7.47,5.34,1.22,9.52,9.76,3.1,6.14,125.68,,,70.15,12996.23,46.75,1.62,171.4,-7.86,-6.56,-4.9,2.19,-1.78,31.22,21.25,418.28,357.68
Dipna Pharmachem,543594,,Trading,9.42,-2.18,23.49,125.5,1.17,17.95,20.08,0.28,0,0,6.97,9,0.41,13.28,36.25,48.56,43.26,-22.22,147.53,72.26,57.19,41.42,-20.44,0.94,-4.37,,,14.21,13.89,1.6,0.18,0.18,11.3,12.98
Disa India,500068,,Engineering,13835,-1.6,2011.89,308.45,41.81,1.12,48.12,3.93,0.8,53.58,13.96,18.87,6.85,29.1,19.48,3.93,5.03,29.08,0.15,12.23,74.82,1793.01,-2.88,8.32,76.77,43.74,17.34,15.65,17.4,8.58,32.29,28.57,14268.38,13237.52
Dish TV India,532839,DISHTV,Entertainment / Electronic Media Software,16.75,-0.3,3084.16,1954.4,210.11,0.22,14.68,0.32,0,0,429.8,70.5,1.29,4.65,-18.56,-14,-13.36,-67.6,5.34,45.96,4.04,2907.79,-8.47,,26.42,21.45,-15.51,24.21,11.87,5.67,4.57,9.88,19.47,18.85
Disha Resources,531553,,Trading,15.33,-0.07,11.22,2.85,2.51,0,4.47,0.27,0,0,1.23,1.31,2.22,3.99,25.55,143.61,49.39,483.72,41.16,16.72,48.1,11.21,71.09,0.26,-29.84,,22.23,1.62,-0.03,1.11,14.25,14.25,16.79,15.25
Dishman Carbogen,540701,DCAL,Pharmaceuticals - Indian - Bulk Drugs & Formln,235.55,0.68,3693.03,2579.62,-106.2,2307.95,,,0,0,-0.15,1.03,2.32,18.49,9.15,5.69,7.32,-1121.15,,,59.32,5603.98,44.91,0.64,81.47,29.54,2.48,-0.76,0.87,-0.09,101.39,33.96,217.74,179.11
Divgi Torq,543812,DIVGIITTS,Auto Ancillaries,769.9,0.96,2354.58,261.71,43.97,2.16,53.55,3.54,0.44,20.02,11.48,15.48,7.7,27.35,2.23,19.44,11.19,-10.85,22.19,15.14,60.48,2086.39,-26.06,4.19,20.2,,,13.32,14.53,9.7,55.96,55.96,839.69,886.4
Divi's Lab.,532488,DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs,3445.3,2.3,91461.89,7493,1383,5,66.13,4.22,0.87,43.67,14.89,19.36,11.31,38.42,-10.12,12.92,14.82,-42.27,10.97,15.66,51.92,87855.89,-8.5,7.21,22.16,-1.31,15.13,21.81,21.2,13.13,53.4,49.62,3576,3608.2
Divyashakti,526315,,Miscellaneous,75.22,1.61,77.24,67.79,0.29,2.9,266.34,25.34,2.66,26.23,6.5,9.19,0.91,20.68,-9.35,7.9,1.96,-97.5,1.58,10.51,74.8,68.45,4.27,0.63,11.85,17.01,-4.76,6.17,6.17,5.79,9.9,9.9,78.05,75.4
Dixon Technolog.,540699,DIXON,Electronics - Consumer,7479.25,0.74,44742.07,16098.38,351.56,272.72,127.27,3.82,0.04,6.99,22.52,24.18,3.68,65.22,33.27,40.45,33.81,48.08,28.63,33.34,33.63,44881.2,41.4,30.84,167.73,27.18,73.91,22.91,22.88,5.74,116.47,107.44,6723.4,5673.67
DJ Mediaprint,543193,DJML,Miscellaneous,170.55,2.43,184.67,53.01,3.68,14.4,50.18,1.3,0.09,4.88,12.36,16.05,3.93,16.59,2.53,33.64,23.92,-43.12,45.1,38.65,56.36,198.62,13.78,6.39,29.2,92.93,,15.47,17.53,7.64,50.22,47.48,150.73,149.78
DLF,532868,DLF,Construction,897,1.87,222035.46,5748.22,2373.31,3316.63,93.56,2.12,0.45,48.63,5.47,4.61,38.98,99.24,-0.65,-2.17,-3.22,26.95,122.66,44.16,74.08,221991.98,68.96,5.87,154.43,47.54,34.68,4.48,3.57,3.9,56.45,51.68,838.22,673.33
DMCC Speciality,506405,DMCC,Chemicals,271.35,-3.12,676.75,337.21,12.47,71.36,54.27,-4.14,0,0,3.11,6.79,1.94,15.87,-13.9,27.02,16.68,219.74,-42.2,-13.1,53.84,746.36,-12.9,3.33,11.85,-4.16,13.08,11.13,18.04,1.55,47.24,28.75,299.29,305.67
DMR Hydroengg.,543410,,Miscellaneous,125,5,47.42,5.25,0.89,0.26,53.28,,0.09,5.33,14.21,18.08,10.84,35.42,18.78,22.2,,3.49,13.98,,72.78,47.46,79.06,7.32,231.21,,,16.94,,11.84,19.51,19.51,135.05,97.47
Docmode Health,,DHTL,Miscellaneous,213.7,-4.85,67.16,32.88,1.95,8.11,34.44,,0,0,80.25,42.02,2.27,19.41,164.73,67.95,,111.96,79,,47.44,74.54,,,,,,96.34,,14.4,24.79,24.79,202.12,188.07
Dodla Dairy,543306,DODLA,Food - Processing - Indian,803.15,0.09,4778.16,3062.3,142.43,42.41,33.55,2.12,0,0,13.22,16.21,1.67,17.21,14.37,9.54,12.07,1.56,34.66,15.85,62.21,4700.01,16.37,4.54,78.38,,,17.15,16.29,10.26,27.74,27.74,893.99,790.45
Dolat Algotech,505526,DOLATALGO,Finance & Investments,68.25,1.49,1201.2,137.78,96.13,144.6,12.5,0.39,0.37,3.79,19.88,23.15,7.06,9.31,-32.16,26.92,6.53,-38.67,17.75,31.9,74.49,1343.82,44.14,1.75,68.73,-0.48,2.07,32.57,33.8,14.86,8.39,9.87,71.59,64.02
Dolfin Rubbers,542013,,Tyres,147.1,3.85,147.54,122.72,4.24,13.09,34.8,1.76,0.82,36.36,14.36,15.53,1.57,18.97,21.64,9.83,13.41,18.57,8.91,19.72,36.1,159.88,22.69,5.71,16.56,62.16,28.28,14.34,14.87,6.35,33.49,28.99,135.44,127.79
Dollar Industrie,541403,DOLLAR,Textiles - Products,514.8,1.22,2919.75,1467.11,61.05,221.78,47.83,-24.65,0.58,29.21,8.33,9.79,2.25,27.54,7.86,12.96,8.53,-33.4,-0.79,-1.94,73.09,3141.3,23.82,3.94,49.39,30.08,12.44,16.09,16.15,5.29,22.53,18.94,489.58,448.8
Dollex Agrotech,,DOLLEX,Sugar,36.6,-0.81,91.38,156.75,9.85,44.63,9.28,,0,0,15.95,12.66,1.22,7.39,112.95,63.46,,23.59,117.85,,71.69,134.64,-15.18,1.72,38.64,,,13.71,,4.33,16.39,16.39,44.79,43.97
Dolphin Offshore,522261,DOLPHIN,Oil Drilling / Allied Services,297.65,-1.99,1190.74,4.52,0.61,15.42,1952.03,16266.92,0,0,-7.82,-4.42,,248.95,,,,39.92,,0.12,74.99,1204.94,672.72,6.59,,,129.26,,,-3.18,1847.97,1847.97,261.09,135.91
Doms Industries,544045,DOMS,Printing & Stationery,1565.75,-1.89,9502.1,1211.89,95.73,139.8,99.26,,0,9.65,32.75,34.36,7.92,50.22,77.28,22.83,,567.79,38.49,,74.96,9600.2,,,,,,13.41,,18.08,0.56,0.56,1467.29,1390.67
Donear Inds.,512519,DONEAR,Textiles - Processing,97.35,-2.55,506.22,770.51,27.34,353.47,18.52,0.82,0.21,2.87,23.15,16.95,1.02,10.6,-1.92,14.65,9.94,-28.52,44.73,22.6,74.56,843.09,-9.36,2.96,21.54,49.39,17.84,12.93,12.47,5.62,14.02,13.36,101.85,99.31
Dr Agarwal's Eye,526783,,Healthcare,3103.4,-0.23,1458.6,305.95,47.25,233.65,30.87,0.77,0.1,3.82,38.54,18.6,6.18,18.25,20.29,15.04,11.81,56.92,39.92,40.33,71.89,1654.8,30.69,10.65,244,115.51,53.57,27.31,27.46,10.48,18.98,17.87,3130.47,2595.21
Dr Lal Pathlabs,539524,LALPATHLAB,Healthcare,2262.85,-0.52,18889.79,2172.2,329.9,299.2,57.26,8.19,0.8,20.94,15.04,18.17,9.12,28.52,7.99,14.88,13.8,35.48,1.81,6.99,54.6,18402.59,-10.36,10.66,25.71,-4.7,16.73,21.37,21.85,10.18,73.02,70.49,2299.33,2367.67
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln,6157.9,1.88,102725.02,27212.5,5228.2,1323,19.65,0.51,0.65,14.78,21.64,26.73,4.1,11.91,14.2,12.09,11.55,43.47,31.32,38.8,26.65,101120.12,10.22,4.03,34.81,10.87,17.24,15.39,14.86,14.84,23.71,25.97,6145.88,5671.16
DRA Consultants,540144,,Miscellaneous,25,-3.44,27.43,14.9,1.6,0.61,17.14,-1.7,0,0,6.29,9.08,1.83,9.12,-14.27,-9.44,-2.65,-24.88,-3.49,-10.11,73.02,27.35,-16.67,0.97,15.74,40.06,15.91,6.33,9.92,5.3,13.49,11.79,29.56,27.31
DRC Systems,543268,DRCSYSTEMS,Computers - Software - Medium / Small,20.2,4.94,267.58,37.33,8.88,0,30.13,,0,0,32.59,31.31,10.23,21.93,58.85,,,51.28,,,22.44,262.23,41.46,7.15,28.09,29.55,,,,20.9,29.15,29.15,18.99,16.26
Dreamfolks Servi,543591,DREAMFOLKS,Miscellaneous,488.35,1.45,2551.63,1091.57,76.85,1.35,33.2,0.76,0.1,0,60.19,76.91,3.26,23.39,71.99,28.19,36.03,36.67,31.41,43.8,66.02,2522.11,-3.12,13.06,11.44,,,33.47,39.87,29.28,40.46,40.46,504.96,519.2
Dredging Corpn.,523618,DREDGECORP,Miscellaneous,679.6,0.3,1902.88,1004.83,45.73,396.56,41.61,9.74,0,0,0.89,2.51,1.94,10.66,-10.02,15.82,14.5,63.67,31.61,4.27,73.47,2257.6,42.5,1.31,140.48,21.79,9.79,-3.99,-1.72,0.53,41.01,31.85,693.01,572.29
Drone Destinatio,,DRONE,Miscellaneous,131.15,2.82,318.69,12.07,2.44,1.96,130.61,,0,0,27.42,33.21,24.6,63.17,371.48,,,1061.9,,,61.3,296.91,-0.11,5.77,,,,,,18.5,,,153.33,142.47
Droneacharya Aer,543713,,Miscellaneous,129.15,-1,309.81,34.47,7.01,0,44.2,,0,0,8.45,11.55,16.66,27.33,417.27,,,731.71,456.67,,28.21,309.33,-27.38,4.41,3.24,,,7.55,,8.01,63.31,63.31,162.84,168.05
DSJ Keep Learn,526677,KEEPLEARN,Miscellaneous,3.6,4.35,31.53,6.01,0.27,3.01,116.78,5.68,0,0,,20.21,5.97,39.46,2.39,263.21,149.06,-50.91,29.59,20.55,42.21,34.33,14.29,137.09,20,48.47,,,,1.3,72.5,72.5,4.96,4.65
DU Digital,,DUGLOBAL,Miscellaneous,70,-2.78,488.19,25.76,-0.26,5.87,,,0,0,4.08,8.99,13.01,208.19,-15.76,5.77,,-116.88,48.37,,55.5,485.09,46.6,20.85,72.88,,,4.2,,2.82,532.33,532.33,68.59,56.59
Ducol Organics,,DUCOL,Dyes And Pigments,90.1,-0.44,131.01,83.88,4.14,17.86,31.64,,0.83,17.85,14.97,20.32,1.57,12.95,-2.31,11.96,,4.02,343.35,,57.38,142.21,-47.93,2.18,-25.6,,,16.3,,7.88,34.03,34.03,105.48,126.49
Ducon Tech,534674,DUCON,Engineering - Turnkey Services,7.1,-4.7,184.56,315.44,4.26,96.68,43.32,4.03,0,0,3.11,7.12,0.87,18.62,8.05,-6.45,-5.55,-20.82,65.24,10.74,59.66,270.87,-1.39,1.54,33.96,7.41,-8.38,1.48,2.46,1.42,56,47.14,9.74,9.28
Duke Offshore,531471,,Oil Drilling / Allied Services,11.28,-4.97,11.12,3.5,-1,0.21,,,0,0,-7.42,-19.33,4.05,-375,25,-13.26,-21.13,10.71,11.65,,70.61,11.25,-1.66,1.96,76.25,8.5,-12.31,-25.33,-12.41,-6.23,,18.88,13.02,11.26
Duncan Engg.,504908,,Engineering,427.55,-0.67,158.19,65.14,7.06,1.13,22.41,0.15,0.23,3.74,23.52,30.11,2.17,13.55,-5,17.35,11.48,-31.39,25.02,145.3,74.56,151.95,-0.16,3.18,23.36,57.71,42.96,23.62,23.13,17.11,13.63,12.9,438.88,433.04
Duropack,526355,,Packaging,87,0.73,45.85,31.69,2.17,0,21.13,1.02,0,0,11.48,15.4,1.45,12.4,0.13,21.89,17.13,-6.47,24.49,20.71,69.88,45.12,-14.84,2.74,4.24,82.77,50.82,10.21,9.88,9.56,20.88,17.5,96.17,95.3
Duroply Indust.,516003,,Miscellaneous,300.8,-0.41,254.85,323.19,4.5,46.29,56.63,2.26,0,0,6.59,11.41,0.98,17.03,18.49,13.56,6.81,825.81,42.21,25.06,62.47,297.6,64.46,2.82,137.88,77.54,29.22,-5.34,-4.42,2.34,27.72,30.22,274.45,214.09
Dutron Polymers,517437,,Plastics Products,146.05,0.03,87.63,121.49,3.03,8.43,28.92,4,0.96,32.56,10.77,13.65,0.71,15.3,-12.97,13.94,6.33,17.9,14.69,7.23,74.88,93.01,-8.66,3.28,22.58,2.09,5.36,11.7,11.08,6.29,31.03,36.13,154.76,147.98
Dwarikesh Sugar,532610,DWARKESH,Sugar,69.5,-5.89,1308.7,1862.17,107.44,267.57,12.18,16.92,2.88,35.93,14.87,15.46,0.59,5.38,-8.97,16.32,8.02,-8.69,12.63,0.72,42.09,1236.63,-33.46,1.66,-17.21,30.74,17.71,18.88,18.91,7.78,14,11.51,80.86,87.52
Dynacons Sys.,532365,DSSL,Computers - Software - Medium / Small,1027.8,9.68,1304.59,968.51,51.84,65.97,25.17,0.32,0.05,1.9,38.94,36.51,1.64,16.41,23.06,34.85,30.72,87.42,76.03,77.58,61.1,1315.38,47.8,9.97,244.73,138.46,106.16,31.68,28.17,9.52,17.66,13.18,788.1,661.26
Dynamatic Tech.,505242,DYNAMATECH,Engineering,7457.1,1.12,5064.45,1426.8,66.44,641.82,76.23,0.59,0.13,11.11,9.22,10.39,4.28,26.81,12.45,2.27,-0.08,65.07,2.83,130.11,41.87,5636.38,83.02,8.05,182.76,96.59,35.84,2.99,5.49,2.79,45.22,41.07,6628.33,5104.9
Dynamic Cables,540795,DYCL,Cables - Power,371.25,-0.4,817.27,705.56,33.97,113.04,24.06,0.73,0.13,3.55,19.01,23.89,1.34,12.05,6.45,15.98,13.37,15.11,19.38,33.02,74.45,897.05,-18.25,4.24,123.51,148.48,68.42,17.57,18.85,8.21,13.49,10.68,409.66,394.57
Dynamic Industri,524818,,Dyes And Pigments,65.91,-3.96,19.97,33.19,-0.6,8.32,,,1.52,26.58,2.26,3.27,0.61,50.35,-34.52,-6.76,-4.82,-134.68,1.62,-18.84,47.87,27.69,6.05,0.43,8.12,12.17,-4.45,2.02,3.48,1.76,15.94,12.1,71.16,68.35
Dynamic Portfol,530779,,Finance & Investments,68.26,-2,79.8,1.5,-0.51,0.51,,,0,0,1.4,2.21,71.65,-535,64.84,-2,9.24,-5000,12.31,7.21,0,80.25,27.18,6.54,205.96,153.5,100.63,1.24,1.16,0.98,49.87,42.11,56.08,45
Dynamic Services,,DYNAMIC,Miscellaneous,111.25,3.68,152.93,91.76,12.68,20.15,12.06,,0,0,19.21,21.01,2.36,8.63,9.56,437.83,,468.61,685.14,,64.99,172.91,-24.09,2.54,452.11,,,17.24,,10.53,10.36,10.36,112.64,97.41
Dynavision,517238,,Miscellaneous,278,3.21,106.75,8.84,5.76,24.61,18.53,,0,0,,,14.07,12.64,2.66,,,-2.56,,,55.38,108.47,73.86,7.2,122.13,59.12,39.57,,,,11.9,11.9,251.4,200.77
Dynemic Products,532707,DYNPRO,Dyes And Pigments,260.5,-0.02,313.34,277.53,3.49,135.11,89.78,,0,0,-1.66,3.67,1.51,13.7,-6,17.53,12.47,130.09,,,29.42,446.81,-21.91,1.61,9.27,-20.78,17.4,8.29,11.73,-0.71,27.78,18.59,285.09,302.38
E Factor Experie,,EFACTOR,Miscellaneous,141.3,16.83,184.93,119.26,7.52,10.16,24.59,,0,8.82,103.72,77.45,1.6,15.45,110.63,61.16,,197.23,172.9,,73.59,191.22,,,,,,77.52,,14.2,19.84,19.84,142.46,142.28
E-Land Apparel,532820,,Textiles - Processing,6.79,-1.74,32.59,196.46,-42.34,50.03,,,0,0,,,0.23,3.55,-14.46,15.52,4.64,-5.27,7.3,1.11,65.84,53.46,11.49,,41.46,17.46,2.68,,,-25.26,,,8.23,7.87
E2E Networks,,E2E,Computers - Software - Medium / Small,896.5,2,1297.7,82.65,20.87,23.33,62.18,5.38,0,0,22.58,28.63,19.34,29.42,31.65,38.16,12.93,121.79,42.7,11.56,59.71,1279.99,123.48,20.76,440.39,184.33,83.28,14.34,3.41,17.05,43.7,36.61,853.19,611.12
Earthstahl &All.,543765,,Steel - Medium / Small,42,2.99,51.41,89.35,2.81,14.58,18.3,0.48,1.19,8.15,29.56,27.57,0.66,9.2,87.83,42.62,117.88,0.94,191.45,38.47,73.53,60.43,-25,1.42,-7.71,,,40.79,24.92,16.04,3.22,3.22,49.99,53.91
East West Holdin,540006,,Miscellaneous,5.07,-9.95,64.68,193.77,0.45,91.96,143.73,,0,0,-1.56,4.85,0.6,11.77,-25.03,8.35,3.17,295.65,,,61.28,149.15,3.89,0.87,23.66,-25.88,-26.53,0.77,2.51,-0.67,29.52,34.75,7.25,6.74
Eastcoast Steel,520081,,Trading,27.22,-4.99,14.7,10.84,-0.04,2.55,,,0,0,0.95,1.11,2.92,482.67,54.86,,,-113.79,27.82,16.05,19.09,14.48,-9.72,0.76,-22.56,-25.64,,-5.9,,0.81,63.25,63.25,30.57,45.91
Eastern Logica,543746,,Trading,189,-1.1,323.27,901.08,4.79,92.24,67.49,,0,0,8.01,10.92,0.59,29.3,38.3,12.44,,71.68,21.97,,73.59,414.62,88.98,5.79,434.96,,,7.85,,2.51,44.5,44.5,205.48,140.22
Eastern Treads,531346,,Miscellaneous,36.8,-0.41,19.25,59.12,-3.85,33.37,,,0,0,,-14.85,0.85,188.26,-11.44,-8.24,-8.71,59.85,,,65.67,50.83,-2.88,,32.18,-12.08,-3.07,,,-17.08,,,38.23,38.1
Easun Capital Ma,542906,,Finance & Investments,49,4.63,25.62,1.27,0.7,0,36.6,-2.56,0,0,1.24,2.22,27.54,30.49,86.76,-27.59,3.06,18.64,-17.79,-14.27,49.27,25.61,2.08,1.23,-9.26,37.13,,3.55,3.44,1.23,28.46,21.85,47.22,40.45
Easy Trip Plann.,543272,EASEMYTRIP,Travel Agencies,42.8,-1.5,7584.33,462.99,166.58,115.5,45.53,0.44,0.23,0,46.86,54.57,17.64,33.14,22.64,45,33.83,25.31,63.86,102.99,64.3,7581.81,5.55,12.35,7.27,48.08,,48.67,47.02,25.64,63.88,64.01,45.68,44.31
eClerx Services,532927,ECLERX,Computers - Software - Medium / Small,2367.3,-0.83,11605.77,2852.12,514.6,214.88,22.55,1.9,0.04,0.98,29.29,36.47,4.22,13.39,12,22.58,14.17,8.41,32.01,11.87,53.61,11164.05,31.39,5.88,82.27,48.9,25.35,25.34,22.13,22.22,18.61,16.1,2451.86,2192.97
Eco Hotels,514402,,Hotels,36.55,5,109.18,0.15,-3.51,2.3,,,0,,,,,-35.85,,,,,,,57.96,111.48,-13.02,10.11,-16.17,52.58,27.14,,,,59.53,50.3,35.94,29.78
Eco Recyc.,530643,,Miscellaneous,512.55,6.56,989.05,24.91,12.11,5.88,81.67,1.42,0,0,8.57,7.63,56.02,57.61,39.01,13.32,9.02,12.13,39.4,57.58,73.35,993.71,151.68,17.13,374.36,109.62,66.21,8.12,7.44,6.29,24.28,30.94,456.15,335.79
Ecoboard Inds.,523732,,Miscellaneous,26.13,0.46,46.59,24.78,-10.58,24.58,,,0,0,-27.45,-6.49,1.84,-8.64,-31.98,47.45,34.28,-468.82,-57.9,10.22,56.78,71,-3.4,3,35.95,93.62,63.16,-21,,-8.28,97.07,97.07,28.54,27.12
Ecofinity Ato,539455,,Trading,37.14,0,14.3,2.13,-0.03,0,,,0,0,-8.25,-7.72,75.05,-475.33,634.48,-14.12,-13.4,72.73,,,1.49,14.26,27.5,4.67,54.81,38.8,4.02,-3.99,-1.39,-7.58,,102.61,29.91,20.4
Econo Trade Indi,538708,,Finance & Investments,5.95,0.51,11.11,5.68,1.9,29.79,5.85,0.14,0,0,4.69,7.2,9,7.78,18.83,33.93,-14.39,22.58,59.88,41.62,26.19,40.87,-32.31,0.26,-5.25,15.72,-8.49,2.85,2.14,3.33,10.37,13.78,6.85,7.56
Ecoplast,526703,,Packaging,290.75,-0.56,87.23,110.63,9.75,1.3,8.95,-2.43,0.52,10.11,9.35,12.73,0.87,5.2,15.89,-0.82,-1.49,581.82,-6.25,-3.69,68.7,84.17,53.19,2.32,292.91,57.69,23.08,1.76,5.3,5.87,12.53,11.08,328.41,256.25
ECS Biztech,540063,,Computers - Hardware,8.39,-3.89,17.25,1.86,0.24,5.67,71.88,4.66,0,0,,0.62,19.08,127.22,24.83,3.57,7.65,-63.64,-34.14,15.44,66.22,22.9,34.89,,66.14,33.2,21.64,,,3.96,59.64,59.64,8.5,7.64
Edelweiss.Fin.,532922,EDELWEISS,Finance & Investments,63.55,-2.31,5997.75,9544.65,400.89,20242.88,14.96,-0.92,2.36,39.16,5.18,9.86,2.65,6.96,30.32,-3.79,-0.87,68.94,29.43,-16.29,32.76,22535.54,3.76,1.36,108.29,17.22,-11.52,4.02,-0.78,0.93,15.03,11.11,71.2,63.78
Educomp Sol.,532696,EDUCOMP,Computers - Education,3.2,-4.48,39.19,4.84,-16.71,2651.61,,,0,0,,,672.59,-247.86,41.94,-25.59,-42.7,83.76,12.97,13.82,44.77,2676.89,25.49,,137.04,8.58,6.83,,,-32.88,,,3.72,3.17
Edvenswa Enter,517170,,Computers - Software - Medium / Small,59.25,0.83,112.16,76.85,6.88,3.53,16.3,,0,0,18.88,21.11,1.81,9.23,73.95,,,8.86,,,60.23,93.31,50.46,2.42,25.37,74.4,44.21,,,15.49,16.32,16.32,57.12,51.74
EFC (I),512008,,Miscellaneous,330.3,3.57,1644.12,386.58,37.16,394.83,44.24,,0,0,10.72,10.93,19.47,11.87,835.58,,,697.42,,,45.57,2008.99,48.75,9.28,77.68,195.97,92.06,,,1.62,111.04,111.04,375.86,307.74
Eicher Motors,505200,EICHERMOT,Automobiles - Motorcycles / Mopeds,4019.3,2.7,110050.7,16084.06,3836.14,416.16,28.69,3.48,0.92,34.73,21.12,27.35,7.56,19.52,16.29,16.42,10.01,46.5,16.79,8.25,49.15,109238.75,16.6,6.91,37,15.04,14.36,16.27,18.49,16.49,40.83,36.91,3845.01,3672.83
EID Parry,500125,EIDPARRY,Sugar,545.7,0.04,9687.13,30716.38,858.31,878.28,11.29,0.42,1.74,17.8,16.25,27.36,0.21,2.58,-9.8,27.19,18.05,-18.48,25.56,27.15,42.23,7546.95,4.55,1.46,17.24,18.92,21.67,15.76,13.97,10.3,10.69,9.71,582.58,548.89
Eighty Jewellers,543518,,Trading,46.09,4.75,47.01,85.18,1.23,7.57,38.22,,0,0,7.38,10.79,0.58,18.02,-26.36,14.84,,-38.5,-5.69,,73.53,54.24,2.88,1.93,-10.9,,,20.4,,3.62,25.42,25.42,48.37,49.73
EIH,500840,EIHOTEL,Hotels,449.5,2.21,28110.12,2406.99,547.78,198.06,51.32,3.4,0.24,21.87,11.37,15.61,13.8,29.06,43.04,8.14,4.78,137.53,33.63,15.1,32.85,27863.69,101.52,8.02,173,69.11,17.35,-1.58,1.15,8.92,44.79,57.56,382.45,288.55
EIH Assoc.Hotels,523127,EIHAHOTELS,Hotels,756.55,1.53,2305.21,360.12,70.38,4.23,32.75,2.99,0.66,23.58,17.8,23.26,6.8,21.35,24.24,10.61,5.04,54.72,16.96,10.97,75,2292.94,63.16,5.95,80.6,48.34,14.42,5.55,8.17,14.16,32.64,28.8,676.98,559.22
Eiko Lifescience,540204,,Chemicals,51.7,-0.94,60.18,26.12,0.72,0.86,83.58,2.53,0,0,2.58,3.7,3.06,32.42,53.47,,104.68,14.29,79.35,33.03,24.23,56.09,-13.33,1.94,-18.07,-7.57,0.9,3.5,3.23,2.27,106.95,106.11,60.1,60.5
Eimco Elecon(I),523708,EIMCOELECO,Engineering,1528.15,0.37,881.74,207.39,35.34,0.51,24.95,4.49,0.33,13.82,6.16,7.96,5.05,16.54,43.56,16.97,4.28,137.5,30.59,5.56,74.06,872.81,69.59,2.42,349.72,66.32,31.4,4.13,4.58,5.58,24.39,17.5,1461.84,1239.64
Ekansh Concept,531364,,Miscellaneous,54.11,2.29,81.87,60.34,-3.3,43.19,,,0,0,12.05,15.62,1.85,15.38,34.18,7.52,27.63,-142.91,37.89,31.19,0,124.55,-8.27,2,-14.29,15.19,22.89,12.85,-1.31,2.82,7.66,8.72,56.77,60.14
Ekennis Software,543475,,Computers - Software - Medium / Small,100,-1.96,14,4.12,0.26,0.1,53.85,,0,0,16.4,23.64,1.8,15.15,-37.95,9.15,,-84.34,49.6,,71.43,11.36,13.92,2.67,-8.26,,,33.9,,13.17,15.4,15.4,118.17,110.16
EKI Energy,543284,,Miscellaneous,276.35,-5.49,760.62,272.17,-132.88,15.87,,,0,0,25.12,31.92,0.54,-4.79,-83.43,167.29,182.53,-155.03,199.1,237.98,73.4,682.34,-42.16,1.64,-46.32,,,73.64,73.82,16.53,11.47,11.47,372.3,488.27
EL Forge,531144,,Castings & Forgings,13.85,-2.33,28.14,69.23,3.12,12.11,9.02,0.66,0,0,,,0.65,6.17,34.48,21.24,6.6,203.31,22.64,13.6,40.82,38.29,7.12,,101.9,,,,,-3.73,12.44,12.44,12.08,11.27
Elantas Beck,500123,,Chemicals,8889.8,-1.23,7049.61,679.89,137.3,0,51.34,2.37,0.06,2.89,20.64,27.69,10.28,35.66,5.46,21.07,10.69,53.34,30.61,21.68,75,6992.58,15.62,9.63,81.47,39.16,29.99,16.97,16.14,17.18,45.03,43.76,8418.27,7566.33
Eldeco Housing,523329,ELDEHSG,Construction,803.3,0.27,789.88,102.21,37.07,84.34,21.31,1.66,1,17.76,13.6,18.84,5.56,13.51,-14.38,0.12,3.63,-15.73,4.24,12.84,54.83,717.29,11.79,2.2,41.25,27.94,21.71,17.56,18.61,8.27,13.06,10.76,784.78,739.11
Elecon Engg.Co,505700,ELECON,Engineering,948.75,-1.19,10644.97,1797.34,319.87,45.48,33.28,0.34,0.21,9.45,20.5,24.9,6.79,21.79,25.11,12.01,5.32,47.78,38.26,99,59.29,10381.72,22.68,7.52,150.76,145.46,72.01,14.52,12.44,13.86,23.78,16.99,950.51,842.88
Electro Force,,EFORCE,Electric Equipment,82,-1.68,191.88,30.25,8,0,23.98,,0,0,55.73,56.98,6.3,16.76,-12.06,27.81,,-7.41,195.51,,62.93,190.7,,,,,,61.87,,13.32,25.66,25.66,106.54,108.72
Electronics Mart,543626,EMIL,Trading,191.55,-2.12,7369.86,6118.8,179.52,1104.26,41.05,,0,0,13.79,12,1.55,18.91,14.4,19.73,,47.11,12.16,,72.97,8422.46,38.55,5.75,185.68,,,15.04,,5.43,27.29,27.29,202.07,172.43
Electrost.Cast.,500128,ELECTCAST,Castings & Forgings,178.2,0.17,10595.87,7346.13,602.23,2468.82,17.59,0.85,0.51,16.95,7.51,9.99,1.74,10.89,5.24,38.97,26.31,77.49,21,20.69,46.22,12677.03,150.46,2.32,458.62,92.71,55.03,6.65,6.71,3.73,6.72,6.08,157.57,113.43
